date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:41:19	73223/73223	---M--	200	added ('OK')	image/jpeg	etag:%22661d2ce4-11e07%22	http://roofing.local/wp-content/uploads/2021/06/photo-hero-15.jpg	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2021/06/photo-hero-15.jpg	(from http://roofing.local/)
19:41:21	65773/65773	---M--	200	added ('OK')	image/jpeg	etag:%22661d2ce2-100ed%22	http://roofing.local/wp-content/uploads/2021/06/photo-54.jpeg	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2021/06/photo-54.jpg	(from http://roofing.local/)
19:41:23	8397/8397	---M--	200	added ('OK')	image/png	etag:%22661d2cd9-20cd%22	http://roofing.local/wp-content/uploads/2021/06/logo-google.png	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2021/06/logo-google.png	(from http://roofing.local/)
19:41:27	20658/20658	---M--	200	added ('OK')	image/png	etag:%22661d2cb3-50b2%22	http://roofing.local/wp-content/uploads/2021/06/testemonial-2-4.png	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2021/06/testemonial-2-4.png	(from http://roofing.local/)
19:41:30	18243/18243	---M--	200	added ('OK')	image/png	etag:%22661d2cb4-4743%22	http://roofing.local/wp-content/uploads/2021/06/testimonial-13-free-img-4.png	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2021/06/testimonial-13-free-img-4.png	(from http://roofing.local/)
19:41:32	51468/51468	---MCZ	200	added ('OK')	text/css	etag:W/%22661d2c35-c90c%22	http://roofing.local/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-base.min.css?ver=1.8.7.2	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-base.min5068.css	(from http://roofing.local/)
19:41:33	21646/21646	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22661d2bb5-548e%22	http://roofing.local/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.6.11	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/themes/astra/assets/js/minified/frontend.mina07c.js	(from http://roofing.local/)
19:41:33	457/457	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2265ba444c-1c9%22	http://roofing.local/wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-includes/js/dist/dom-ready.min5346.js	(from http://roofing.local/)
19:41:33	80416/80416	---M--	200	added ('OK')	image/jpeg	etag:%22661d2cb1-13a20%22	http://roofing.local/wp-content/uploads/2021/06/services-11.jpg	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2021/06/services-11.jpg	(from http://roofing.local/)
19:41:34	4997/4997	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22661d2bf9-1385%22	http://roofing.local/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.20.4	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/plugins/elementor/assets/js/webpack.runtime.min021f.js	(from http://roofing.local/)
19:41:36	87553/87553	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2264ecd5ef-15601%22	http://roofing.local/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-includes/js/jquery/jquery.minf43b.js	(from http://roofing.local/)
19:41:36	13577/13577	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226482bd64-3509%22	http://roofing.local/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://roofing.local/)
19:41:38	60168/60168	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22661d2be8-eb08%22	http://roofing.local/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.20.4	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/plugins/elementor/assets/js/frontend-modules.min021f.js	(from http://roofing.local/)
19:41:38	12198/12198	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22661d2c07-2fa6%22	http://roofing.local/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://roofing.local/)
19:41:38	21464/21464	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226723f4e5-53d8%22	http://roofing.local/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-includes/js/jquery/ui/core.minb37e.js	(from http://roofing.local/)
19:41:39	40306/40306	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22661d2be8-9d72%22	http://roofing.local/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.20.4	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/plugins/elementor/assets/js/frontend.min021f.js	(from http://roofing.local/)
19:41:40	18878/18878	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226735459d-49be%22	http://roofing.local/wp-includes/js/underscore.min.js?ver=1.13.7	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-includes/js/underscore.min3ab8.js	(from http://roofing.local/)
19:41:40	1426/1426	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22632938ea-592%22	http://roofing.local/wp-includes/js/wp-util.min.js?ver=6.7	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-includes/js/wp-util.min0b5e.js	(from http://roofing.local/)
19:41:40	771/771	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22661d2c3c-303%22	http://roofing.local/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.8.7.2	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min5068.js	(from http://roofing.local/)
19:41:41	24602/24602	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22661d2c3f-601a%22	http://roofing.local/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min.js?ver=1.19.5	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min7e9d.js	(from http://roofing.local/)
19:41:41	4014/4014	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22661d2c3f-fae%22	http://roofing.local/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.min.js?ver=1.1.2	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.mincfa9.js	(from http://roofing.local/)
19:41:41	1713/1713	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22661d2c3f-6b1%22	http://roofing.local/wp-content/plugins/wpforms-lite/assets/lib/punycode.min.js?ver=1.0.0	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/plugins/wpforms-lite/assets/lib/punycode.min8a54.js	(from http://roofing.local/)
19:41:41	339/339	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22661d2c3d-153%22	http://roofing.local/wp-content/plugins/wpforms-lite/assets/js/share/utils.min.js?ver=1.8.7.2	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/plugins/wpforms-lite/assets/js/share/utils.min5068.js	(from http://roofing.local/)
19:41:42	43175/43175	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22661d2c3b-a8a7%22	http://roofing.local/wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms.min.js?ver=1.8.7.2	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms.min5068.js	(from http://roofing.local/)
19:42:24	253609/253609	---M--	200	added ('OK')	image/png	etag:%22661d2cd3-3dea9%22	http://roofing.local/wp-content/uploads/2021/06/shape-3.png	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2021/06/shape-3.png	(from http://roofing.local/wp-content/uploads/elementor/css/post-635.css?ver=1731184496)
19:42:41	106597/106597	---M--	200	added ('OK')	image/jpeg	etag:%22661d2cb5-1a065%22	http://roofing.local/wp-content/uploads/2021/06/quotes-min.jpg	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2021/06/quotes-min.jpg	(from http://roofing.local/wp-content/uploads/elementor/css/post-635.css?ver=1731184496)
19:42:43	31952/31952	---MCZ	200	added ('OK')	text/css	etag:W/%22661ea93d-7cd0%22	http://roofing.local/wp-content/uploads/elementor/css/post-637.css?ver=1713285437	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/elementor/css/post-637ca2b.css	(from http://roofing.local/about/)
19:42:48	34153/34153	---MCZ	200	added ('OK')	application/json	date:Thu,%2014%20Nov%202024%2000:42:47%20GMT	http://roofing.local/wp-json/wp/v2/pages/637	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-json/wp/v2/pages/637.json	(from http://roofing.local/about/)
19:42:50	2018/2018	---MCZ	200	added ('OK')	application/json	date:Thu,%2014%20Nov%202024%2000:42:49%20GMT	http://roofing.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Froofing.local%2Fabout%2F	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-json/oembed/1.0/embed1702.json	(from http://roofing.local/about/)
19:42:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2014%20Nov%202024%2000:42:55%20GMT	http://roofing.local/?p=637	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/index38bf.html	(from http://roofing.local/about/)
19:43:00	2178/2178	---MCZ	200	added ('OK')	text/xml	date:Thu,%2014%20Nov%202024%2000:42:59%20GMT	http://roofing.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Froofing.local%2Fabout%2F&format=xml	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-json/oembed/1.0/embed08d8	(from http://roofing.local/about/)
19:43:16	599960/599960	---M--	200	added ('OK')	image/png	etag:%22661d3000-92798%22	http://roofing.local/wp-content/uploads/2024/04/gardening-3248249_1280-1-min.png	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2024/04/gardening-3248249_1280-1-min.png	(from http://roofing.local/wp-content/uploads/elementor/css/post-635.css?ver=1731184496)
19:43:16	91377/91377	---M--	200	added ('OK')	image/jpeg	etag:%22661d2cb8-164f1%22	http://roofing.local/wp-content/uploads/2021/06/about-us-1.jpg	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2021/06/about-us-1.jpg	(from http://roofing.local/about/)
19:43:27	14310/14310	---M--	200	added ('OK')	image/png	etag:%22661d7429-37e6%22	http://roofing.local/wp-content/uploads/2024/04/Tamco.png	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2024/04/Tamco.png	(from http://roofing.local/about/)
19:43:28	70658/70658	---M--	200	added ('OK')	image/jpeg	etag:%22661d2cc1-11402%22	http://roofing.local/wp-content/uploads/2021/06/about-us-11.jpg	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2021/06/about-us-11.jpg	(from http://roofing.local/about/)
19:43:28	76298/76298	---M--	200	added ('OK')	image/jpeg	etag:%22661d2cc1-12a0a%22	http://roofing.local/wp-content/uploads/2021/06/about-us-12.jpg	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2021/06/about-us-12.jpg	(from http://roofing.local/about/)
19:43:29	10040/10040	---M--	200	added ('OK')	image/png	etag:%22661d7428-2738%22	http://roofing.local/wp-content/uploads/2024/04/owens.png	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2024/04/owens.png	(from http://roofing.local/about/)
19:43:29	4240/4240	---M--	200	added ('OK')	image/png	etag:%22661d7426-1090%22	http://roofing.local/wp-content/uploads/2024/04/GAF.png	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2024/04/GAF.png	(from http://roofing.local/about/)
19:43:30	18069/18069	---MCZ	200	added ('OK')	text/css	etag:W/%22661ea94a-4695%22	http://roofing.local/wp-content/uploads/elementor/css/post-939.css?ver=1713285450	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/elementor/css/post-9394332.css	(from http://roofing.local/services/)
19:43:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2014%20Nov%202024%2000:43:31%20GMT	http://roofing.local/?p=939	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/index68cd.html	(from http://roofing.local/services/)
19:43:31	2033/2033	---MCZ	200	added ('OK')	application/json	date:Thu,%2014%20Nov%202024%2000:43:31%20GMT	http://roofing.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Froofing.local%2Fservices%2F	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-json/oembed/1.0/embedcc81.json	(from http://roofing.local/services/)
19:43:32	2193/2193	---MCZ	200	added ('OK')	text/xml	date:Thu,%2014%20Nov%202024%2000:43:32%20GMT	http://roofing.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Froofing.local%2Fservices%2F&format=xml	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-json/oembed/1.0/embedd9ab	(from http://roofing.local/services/)
19:43:47	90539/90539	---M--	200	added ('OK')	image/png	etag:%22661d300d-161ab%22	http://roofing.local/wp-content/uploads/2024/04/roofers-2891664_1280-1-min-300x200.png	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2024/04/roofers-2891664_1280-1-min-300x200.png	(from http://roofing.local/services/)
19:43:49	98984/98984	---M--	200	added ('OK')	image/png	etag:%22661d3001-182a8%22	http://roofing.local/wp-content/uploads/2024/04/gardening-3248249_1280-1-min-300x200.png	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2024/04/gardening-3248249_1280-1-min-300x200.png	(from http://roofing.local/services/)
19:43:51	172166/172166	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2000:43:48%20GMT	http://roofing.local/projects/	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/projects/index.html	(from http://roofing.local/)
19:43:53	182832/182832	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2000:43:50%20GMT	http://roofing.local/contact-us/	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/contact-us/index.html	(from http://roofing.local/)
19:43:54	9921/9921	---MCZ	200	added ('OK')	text/css	etag:W/%22661d2bd4-26c1%22	http://roofing.local/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from http://roofing.local/)
19:43:54	124392/124392	---M--	200	added ('OK')	image/png	etag:%22661d3008-1e5e8%22	http://roofing.local/wp-content/uploads/2024/04/house-3121164_1280-1-min-300x200.png	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2024/04/house-3121164_1280-1-min-300x200.png	(from http://roofing.local/services/)
19:44:11	1450418/1450418	---M--	200	added ('OK')	image/png	etag:%22661d3009-1621b2%22	http://roofing.local/wp-content/uploads/2024/04/house-3121164_1280-1-min-1024x682.png	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2024/04/house-3121164_1280-1-min-1024x682.png	(from http://roofing.local/)
19:44:12	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%22661d2bfa-4824%22	http://roofing.local/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.20.4	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/plugins/elementor/assets/lib/animations/animations.min021f.css	(from http://roofing.local/)
19:44:13	17540/17540	---M--	200	added ('OK')	image/png	etag:%22661d2cb4-4484%22	http://roofing.local/wp-content/uploads/2021/06/testimonial-03-free-img-4.png	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2021/06/testimonial-03-free-img-4.png	(from http://roofing.local/)
19:44:16	150697/150697	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Nov%202024%2000:44:14%20GMT	http://roofing.local/wp-content/plugins/wpforms-lite/assets/pro/images/times-solid-white.svg	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/plugins/wpforms-lite/assets/pro/images/times-solid-white.svg	(from http://roofing.local/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-base.min.css?ver=1.8.7.2)
19:44:16	32992/32992	---M--	200	added ('OK')	image/png	etag:%22661d2cb2-80e0%22	http://roofing.local/wp-content/uploads/2021/06/yelp.png	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2021/06/yelp.png	(from http://roofing.local/)
19:44:18	6581/6581	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22661d2b1c-19b5%22	http://roofing.local/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?ver=06758d4d807d9d22c6ea	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/maina11c.js	(from http://roofing.local/)
19:44:20	145262/145262	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Nov%202024%2000:44:19%20GMT	http://roofing.local/optusnet.com.au	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/optusnet.com.42.delayed	(from http://roofing.local/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.min.js?ver=1.1.2)
19:44:23	145262/145262	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Nov%202024%2000:44:22%20GMT	http://roofing.local/com.au	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/com.au	(from http://roofing.local/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.min.js?ver=1.1.2)
19:44:26	145262/145262	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Nov%202024%2000:44:24%20GMT	http://roofing.local/net.au	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/net.au	(from http://roofing.local/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.min.js?ver=1.1.2)
19:44:28	6066/6066	---M--	200	added ('OK')	image/png	etag:%22661d7425-17b2%22	http://roofing.local/wp-content/uploads/2024/04/amerimax.png	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2024/04/amerimax.png	(from http://roofing.local/about/)
19:44:30	21883/21883	---M--	200	added ('OK')	image/jpeg	etag:%22661d2cd6-557b%22	http://roofing.local/wp-content/uploads/2021/06/background_03.jpg	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2021/06/background_03.jpg	(from http://roofing.local/wp-content/uploads/elementor/css/post-637.css?ver=1713285437)
19:44:31	15966/15966	---MCZ	200	added ('OK')	text/css	etag:W/%22661ea951-3e5e%22	http://roofing.local/wp-content/uploads/elementor/css/post-15.css?ver=1713285457	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/elementor/css/post-1568e4.css	(from http://roofing.local/projects/)
19:44:33	16001/16001	---MCZ	200	added ('OK')	application/json	date:Thu,%2014%20Nov%202024%2000:44:33%20GMT	http://roofing.local/wp-json/wp/v2/pages/15	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-json/wp/v2/pages/15.json	(from http://roofing.local/projects/)
19:44:35	2033/2033	---MCZ	200	added ('OK')	application/json	date:Thu,%2014%20Nov%202024%2000:44:34%20GMT	http://roofing.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Froofing.local%2Fprojects%2F	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-json/oembed/1.0/embed6206.json	(from http://roofing.local/projects/)
19:44:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2014%20Nov%202024%2000:44:36%20GMT	http://roofing.local/?p=15	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/indexa1ca.html	(from http://roofing.local/projects/)
19:44:37	2193/2193	---MCZ	200	added ('OK')	text/xml	date:Thu,%2014%20Nov%202024%2000:44:36%20GMT	http://roofing.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Froofing.local%2Fprojects%2F&format=xml	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-json/oembed/1.0/embed2366	(from http://roofing.local/projects/)
19:44:47	1129428/1129428	UR-M--	200	added ('Partial%20Content')	image/png	etag:%22661d3002-113bd4%22	http://roofing.local/wp-content/uploads/2024/04/gardening-3248249_1280-1-min-1024x682.png	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2024/04/gardening-3248249_1280-1-min-1024x682.png	(from http://roofing.local/)
19:45:01	85185/85185	---M--	200	added ('OK')	image/jpeg	etag:%22661d2ccb-14cc1%22	http://roofing.local/wp-content/uploads/2021/06/2.jpg	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2021/06/2.jpg	(from http://roofing.local/projects/)
19:45:13	69657/69657	---M--	200	added ('OK')	image/jpeg	etag:%22661d2cce-11019%22	http://roofing.local/wp-content/uploads/2021/06/4.jpg	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2021/06/4.jpg	(from http://roofing.local/projects/)
19:45:31	106134/106134	---M--	200	added ('OK')	image/jpeg	etag:%22661d2cd0-19e96%22	http://roofing.local/wp-content/uploads/2021/06/6.jpg	C:/Users/Darrell/Downloads/MSR%20Roofing%201/roofing.local/wp-content/uploads/2021/06/6.jpg	(from http://roofing.local/projects/)
